id,gender,age,active,Seniority,Income,Funds,Taxes,Credit_Card,Securities,particular,Saving,Loans,Payroll,km,km_n,age_C,Seniority_C,Income_C
1110548,H,31,0,41,11.069,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1110545,H,23,0,41,12.035,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110543,H,26,0,41,11.805,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110542,H,27,1,41,11.392,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110570,V,29,1,41,11.296,0,0,0,0,0,0,0,1,叢集-1,1,2,2,3
1110597,V,23,0,41,10.958,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110596,V,23,0,41,11.568,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110595,H,39,0,41,12.287,0,0,0,0,0,0,0,0,叢集-1,1,3,2,4
1110594,V,23,1,41,10.102,0,0,0,0,0,0,0,1,叢集-1,1,2,2,1
1110592,H,23,0,41,11.171,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110590,V,23,0,41,11.566,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110589,H,31,0,41,11.506,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1110587,V,23,0,41,11.587,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110585,H,28,0,41,11.447,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110584,H,23,0,41,11.535,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110583,V,24,0,41,10.345,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1110582,V,23,0,41,11.295,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110580,H,27,0,41,12.813,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1110578,H,32,1,41,10.783,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1110574,H,25,0,41,10.676,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110540,H,23,0,41,11.05,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110476,H,28,0,41,11.633,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110539,H,29,1,41,11.766,0,1,0,0,0,0,0,0,叢集-1,1,2,2,3
1110537,V,24,1,41,11.957,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110503,H,62,1,41,12.392,0,0,0,0,0,0,0,0,叢集-2,2,4,2,4
1110500,H,23,0,41,11.56,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110498,H,26,0,41,11.77,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110495,V,27,0,41,12.032,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110490,V,41,1,41,11.936,0,1,0,0,0,0,0,0,叢集-2,2,3,2,3
1110488,V,43,0,41,10.865,0,0,0,0,0,0,0,0,叢集-2,2,3,2,2
1110487,V,26,0,41,11.556,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110486,H,26,0,41,10.822,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110484,H,37,0,41,12.144,0,0,0,0,0,0,0,0,叢集-1,1,3,2,4
1110483,V,26,0,41,11.435,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110482,V,27,0,41,12.171,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1110481,H,30,0,41,12.07,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1110478,H,28,0,41,11.331,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110491,V,38,0,41,12.527,0,0,0,0,0,0,0,0,叢集-1,1,3,2,5
1110507,V,23,0,41,13.188,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1110508,H,23,0,41,10.132,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1110535,H,27,0,41,11.853,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110534,H,23,0,41,10.912,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110531,H,24,0,41,12.103,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1110529,H,27,0,41,11.793,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110528,H,24,0,41,12.902,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1110527,H,30,0,41,11.89,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110524,H,35,0,41,10.818,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1110523,H,30,0,41,12.088,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1110522,H,28,0,41,11.391,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110521,V,23,0,41,11.715,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110520,V,25,1,41,11.346,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110516,V,28,0,41,11.746,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110512,H,27,0,41,11.835,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110511,H,25,0,41,12.239,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1110510,H,23,1,41,11.638,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110538,V,23,0,41,11.914,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110354,V,25,0,41,12.031,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110948,H,26,0,41,10.805,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110950,V,25,0,41,10.661,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111274,H,24,0,41,11.218,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111271,V,29,0,41,11.447,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111269,H,23,1,41,10.369,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111268,H,27,0,41,12.173,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111266,V,24,0,41,11.262,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111265,H,23,0,41,11.184,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111262,V,23,0,41,10.994,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111259,V,23,0,41,11.023,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111257,V,23,0,41,11.999,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111256,V,23,0,41,10.826,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111255,H,23,1,41,11.503,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111250,H,26,0,41,11.812,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111302,H,27,0,41,11.28,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111299,H,25,1,41,11.199,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111278,H,23,0,41,11.327,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111294,V,25,0,41,11.446,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111289,H,31,0,41,10.223,0,0,0,0,0,0,0,0,叢集-1,1,3,2,1
1111286,H,24,0,41,11.93,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111284,V,25,0,41,9.55,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111283,H,23,1,41,10.93,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111280,H,23,0,41,12.52,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1111249,V,24,0,41,11.371,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111247,H,26,0,41,11.084,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111213,V,24,0,41,10.941,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111212,H,29,0,41,12.06,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111211,V,27,0,41,10.965,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111210,V,23,0,41,11.935,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111209,H,23,1,41,12.153,0,0,0,0,0,0,0,1,叢集-1,1,2,2,4
1110827,V,38,1,41,10.99,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1110824,V,48,1,41,10.959,0,0,0,0,0,0,0,0,叢集-2,2,4,2,2
1110815,V,42,0,21,12.148,0,0,0,0,0,0,0,0,叢集-2,2,3,1,4
1110814,V,53,1,41,10.427,0,1,0,0,0,0,0,1,叢集-2,2,4,2,1
1110813,H,49,1,41,11.531,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1110808,H,40,1,22,11.12,0,0,0,0,0,0,0,0,叢集-1,1,3,1,2
1110807,V,39,1,41,11.12,0,0,0,0,0,0,0,1,叢集-1,1,3,2,2
1110601,H,23,0,41,11.385,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110599,V,23,0,41,11.392,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110440,H,59,0,41,11.718,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1110438,V,31,1,41,11.536,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1110436,V,26,1,41,11.992,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110435,H,24,0,41,10.964,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110434,H,44,0,41,11.288,0,0,0,0,0,0,0,0,叢集-2,2,3,2,3
1110433,H,24,1,41,10.467,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1110432,V,40,0,41,10.993,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1110431,V,24,1,41,11.605,0,0,0,0,0,0,0,1,叢集-1,1,2,2,3
1110429,V,28,0,41,11.503,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110427,V,26,0,41,11.858,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110426,H,25,0,41,11.721,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110425,V,27,0,41,10.826,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110424,H,23,0,41,11.299,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110423,V,73,0,41,10.757,0,0,0,0,0,0,0,0,叢集-2,2,5,2,2
1110422,H,24,0,41,11.72,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110421,H,23,1,41,11.969,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110420,H,23,0,41,11.109,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1110418,H,24,0,41,12.035,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1110416,H,25,0,41,11.402,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111200,V,27,1,41,11.488,0,0,0,0,0,0,0,1,叢集-1,1,2,2,3
1111198,V,31,0,41,11.964,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1111197,H,23,0,41,12.221,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111193,H,23,0,41,12.312,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111192,V,25,1,41,11.746,0,1,0,0,0,0,0,0,叢集-1,1,2,2,3
1111217,H,23,1,41,11.695,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111218,V,26,0,41,11.256,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111219,H,25,0,41,11.598,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111246,H,23,1,41,11.915,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111245,V,25,0,41,11.182,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111242,V,27,0,41,11.181,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111234,H,23,1,41,11.575,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111233,H,26,0,41,11.316,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111231,V,23,0,41,11.024,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111228,H,24,0,41,10.926,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111226,V,23,0,41,11.143,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111224,V,26,0,41,11.41,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111223,V,27,0,41,13.786,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1111221,H,24,0,41,11.132,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111306,H,24,0,41,10.808,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111307,V,23,0,41,10.558,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111309,V,28,0,41,11.18,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111393,V,29,0,41,12.071,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111392,H,26,0,41,11.912,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111389,H,23,0,41,11.596,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111387,H,23,0,41,11.799,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111386,V,31,0,41,12.79,0,0,0,0,0,0,0,0,叢集-1,1,3,2,5
1111384,H,23,0,41,11.208,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111380,V,23,0,41,11.313,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111379,V,23,1,41,12.054,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111378,V,24,0,41,11.172,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111374,H,23,0,41,10.871,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111373,H,23,1,41,11.215,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111372,V,23,0,41,11.264,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111382,H,53,0,41,10.302,0,0,0,0,0,0,0,0,叢集-2,2,4,2,1
1111437,V,48,1,41,12.242,0,0,0,0,0,1,0,0,叢集-2,2,4,2,4
1111436,H,47,1,41,12.341,0,0,0,0,0,0,0,0,叢集-2,2,4,2,4
1111435,V,40,1,41,11.189,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1111433,H,41,1,41,11.189,0,0,0,0,0,0,0,0,叢集-2,2,3,2,2
1111431,H,57,1,41,10.627,0,0,0,0,0,0,0,0,叢集-2,2,4,2,2
1111429,H,70,1,41,10.971,0,0,0,0,0,0,0,0,叢集-2,2,5,2,2
1111419,H,24,1,41,11.96,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111411,V,48,1,41,10.854,0,0,0,0,0,0,0,0,叢集-2,2,4,2,2
1111408,V,38,0,41,11.395,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1111407,H,34,1,41,11.314,0,0,0,0,0,0,0,1,叢集-1,1,3,2,3
1111403,V,55,1,30,11.197,0,0,0,0,0,0,0,0,叢集-2,2,4,2,2
1111370,V,23,0,41,11.66,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111190,V,27,0,41,11.828,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111369,H,23,1,41,9.822,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111332,H,24,0,41,11.292,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111331,V,25,0,41,11.671,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111330,V,24,0,41,10.927,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111329,H,23,0,41,10.971,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111326,V,24,0,41,11.054,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111322,H,25,0,41,11.375,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111319,V,23,0,41,11.386,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111317,H,23,0,41,10.222,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111316,V,24,0,41,11.386,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111313,H,23,0,41,11.942,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111321,H,23,0,41,11.513,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111338,V,25,0,41,10.522,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111339,H,28,0,41,10.829,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111364,H,23,1,41,11.274,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111363,V,28,0,41,11.439,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111362,H,23,0,41,10.811,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111361,H,23,0,41,10.788,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111359,H,23,0,41,11.563,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111357,H,24,0,41,11.521,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111354,V,25,0,41,12.026,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111352,V,23,0,41,11.667,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111350,H,23,0,41,11.014,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111349,H,23,0,41,12.858,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1111348,V,23,0,41,11.227,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111347,V,25,0,41,10.719,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111345,H,27,0,41,10.868,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111344,V,24,0,41,11.99,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111341,H,28,0,41,11.542,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111340,H,25,0,41,10.811,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111368,H,24,0,41,10.941,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1111189,V,23,0,30,11.896,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1111028,V,24,0,41,10.323,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111024,V,24,0,41,12.254,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1111023,H,25,0,41,12.775,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1111022,H,24,0,41,10.315,0,0,0,0,0,0,0,0,叢集-1,1,2,2,1
1111017,H,25,0,41,11.301,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
